total,marca,modelo,año,color,fuel_type,puertas,tipo,motor,tipo_cuerpo,kilometros,moneda
12367.0,Chevrolet,Onix,2016,Rojo,Nafta/GNC,5.0,Automática,1.4,Hatchback,60000,dólares
9692.0,Subaru,XV,2011,Blanco,Nafta,5.0,Automática,2.0,Hatchback,204000,dólares
48420.0,Toyota,Hilux,2019,Blanco,Diésel,4.0,Automática,2.8,Pick-Up,64000,dólares
22831.0,Jeep,Renegade,2017,Gris,Nafta,5.0,Automática,1.8,SUV,62000,dólares
14344.0,Toyota,RAV4,2010,Negro,Nafta,5.0,Automática,2.4,SUV,98000,dólares
11979.0,Chevrolet,Prisma,2017,Negro,Nafta/GNC,4.0,Manual,1.4,Sedán,69000,dólares
25161.0,Audi,A1,2016,Gris,Nafta,3.0,Automática,1.4,Hatchback,46000,dólares
17019.0,Audi,A3 Sportback,2011,Blanco,Nafta,5.0,Automática,2.0,Hatchback,89000,dólares
10855.0,Peugeot,308,2016,Blanco,Nafta,5.0,Manual,1.6,Hatchback,161000,dólares
17950.0,Peugeot,208,2022,Negro,Nafta,5.0,Manual,1.6,Hatchback,500,dólares
26990.0,Toyota,SW4,2011,Negro,Diésel,5.0,Manual,3.0 TD,SUV,140000,dólares
8000.0,Volkswagen,Gol Trend,2013,Gris,Nafta,5.0,Manual,1.6,Hatchback,130000,dólares
15468.0,Audi,A4,2011,Gris,Nafta,4.0,Automática,2.0,Sedán,99100,dólares
27720.0,Honda,HR-V,2017,Blanco,Nafta,5.0,Automática,1.8,SUV,77000,dólares
13377.0,Volkswagen,Suran,2015,Plateado,Nafta,5.0,Manual,1.6,Monovolumen,65000,dólares
13569.0,Ford,Fiesta Kinetic Design,2017,Plateado,Nafta,5.0,Manual,1.6,Hatchback,44000,dólares
32954.0,Volkswagen,Amarok,2019,Dorado,Diésel,4.0,Automática,2.0,Pick-Up,88000,dólares
10661.0,Peugeot,408,2012,Gris,Nafta,4.0,Automática,1.6,Sedán,95000,dólares
40708.0,Peugeot,3008,2020,Gris,Nafta,5.0,Automática,1.6,SUV,45800,dólares
12600.0,Chevrolet,Onix,2017,Negro,Nafta,5.0,Manual,1.4,Hatchback,112000,dólares
10273.0,Ford,Fiesta Kinetic Design,2013,Violeta,Nafta,5.0,Manual,1.6,Hatchback,79000,dólares
46136.0,Toyota,Hilux,2019,Gris,Diésel,4.0,Automática,2.8,Pick-Up,51600,dólares
25937.0,Toyota,Corolla,2019,Marrón,Nafta,4.0,Automática,1.8,Sedán,49000,dólares
42259.0,Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5.0,Automática,1.4,SUV,48700,dólares
19772.0,Volkswagen,Saveiro,2019,Gris,Nafta,2.0,Manual,1.6,Pick-Up,86000,dólares
12755.0,Citroën,C3,2017,Blanco,Nafta,5.0,Manual,1.5,Hatchback,96400,dólares
20897.0,Ford,Focus III,2017,Rojo,Nafta,5.0,Automática,2.0,Hatchback,26000,dólares
9886.0,Citroën,C3,2014,Blanco,Nafta,5.0,Manual,1.6,Hatchback,119000,dólares
11592.0,Peugeot,308,2014,Blanco,Nafta,5.0,Manual,1.6,Hatchback,74000,dólares
12794.0,Volkswagen,Gol Trend,2018,Gris,Nafta,5.0,Manual,1.6,Hatchback,55000,dólares
18183.0,Chevrolet,Tracker,2017,Gris,Nafta,5.0,Automática,1.8,SUV,41000,dólares
19772.0,Renault,Duster,2019,Plateado,Nafta,5.0,Manual,1.6,SUV,59000,dólares
12794.0,Volkswagen,Gol Trend,2018,Gris,Nafta,5.0,Manual,1.6,Hatchback,55000,dólares
45942.0,Ford,Ranger,2021,Gris,Diésel,4.0,Automática,3.2,Pick-Up,61000,dólares
18997.0,Chevrolet,S10,2016,Blanco,Diésel,4.0,Manual,2.8,Pick-Up,152000,dólares
28302.0,Toyota,Corolla,2021,Negro,Nafta,4.0,Automática,1.8,Sedán,29200,dólares
15120.0,Renault,Sandero,2020,Blanco,Nafta,5.0,Automática,1.6,Hatchback,62400,dólares
32954.0,Peugeot,5008,2018,Gris,Nafta,5.0,Manual,1.6,Monovolumen,52000,dólares
14500.0,Mercedes-Benz,Clase C,2009,Azul,Nafta,4.0,Automática,3.0,Sedán,105000,dólares
43990.0,Mercedes-Benz,Clase GLA,2017,Gris,Nafta,5.0,Automática,1.6,SUV,60000,dólares
15508.0,Ford,Fiesta Kinetic Design,2019,Plateado,Nafta/GNC,5.0,Manual,1.6,Hatchback,38000,dólares
11631.0,Volkswagen,Up!,2016,Gris,Nafta,3.0,Manual,1.0,Hatchback,25000,dólares
77500.0,RAM,1500,2022,Gris,Nafta,4.0,Automática,5.7,Pick-Up,8000,dólares
28651.0,Jeep,Renegade,2020,Blanco,Nafta,5.0,Automática,1.8,SUV,40000,dólares
89990.0,BMW,Serie 2,2021,Celeste,Nafta,2.0,Automática,3.0,Coupé,2500,dólares
32954.0,Volkswagen,Vento,2018,Blanco,Nafta,4.0,Manual,2.0,Sedán,44000,dólares
33999.0,Volkswagen,Golf,2016,Blanco,Nafta,5.0,Automática,2.0,Hatchback,41100,dólares
21246.0,BMW,Serie 3,2009,Gris,Nafta,2.0,Manual,2.5,Coupé,79700,dólares
17058.0,Citroën,C4 Lounge,2018,Blanco,Diésel,4.0,Manual,1.6,Sedán,48000,dólares
31985.0,Volkswagen,Amarok,2018,Plateado,Diésel,4.0,Automática,2.0,Pick-Up,50000,dólares
22486.0,Volkswagen,Vento,2015,Blanco,Nafta,4.0,Automática,2.5,Sedán,98000,dólares
10467.0,Chevrolet,Prisma,2013,Celeste,Nafta,4.0,Manual,1.4,Sedán,64000,dólares
35862.0,Mercedes-Benz,Sprinter,2018,Blanco,Diésel,2.0,Manual,2.1,Minivan,242000,dólares
9459.0,Renault,Fluence,2013,Dorado,Nafta,4.0,Manual,1.6,Sedán,45000,dólares
8490.0,Renault,Clio,2016,Gris,Nafta,5.0,Manual,1.2,Hatchback,89100,dólares
11541.0,Toyota,Etios,2017,Blanco,Nafta,5.0,Manual,1.5,Hatchback,85400,dólares
26990.0,Volkswagen,Polo,2021,Blanco,Nafta,5.0,Automática,1.4,Hatchback,10900,dólares
12212.0,Ford,Ranger,2007,Blanco,Diésel,2.0,Manual,3.0,Pick-Up,178000,dólares
11631.0,Volkswagen,Gol Trend,2016,Blanco,Nafta,5.0,Manual,1.6,Hatchback,96133,dólares
11631.0,Citroën,C4 Lounge,2016,Gris,Nafta,4.0,Automática,1.6,Sedán,76916,dólares
23262.0,Fiat,Toro,2017,Plateado,Diésel,4.0,Automática,2.0,Pick-Up,108933,dólares
12794.0,Chery,Tiggo 3,2017,Gris,Nafta,5.0,Manual,1.6,SUV,71239,dólares
10080.0,Renault,Fluence,2016,Blanco,Nafta,4.0,Manual,1.6,Sedán,98700,dólares
12716.0,Ford,Ka,2018,Rojo,Nafta,5.0,Manual,1.5,Hatchback,37000,dólares
18183.0,Renault,Kangoo,2021,Gris,Nafta,3.0,Manual,1.6,Furgón,23000,dólares
7346.0,Suzuki,Swift,2009,Gris,Nafta,5.0,Manual,1.5,Hatchback,190000,dólares
16865.0,Ford,Focus III,2017,Blanco,Nafta,5.0,Automática,2.0,Hatchback,44500,dólares
43422.0,Toyota,Hilux,2021,Gris,Diésel,4.0,Automática,2.8,Pick-Up,28000,dólares
46097.0,Volkswagen,Taos,2022,Gris,Nafta,5.0,Automática,1.4,SUV,1011,dólares
16283.0,Renault,Sandero,2020,Gris,Nafta,5.0,Manual,1.6,Hatchback,22000,dólares
22835.0,Hyundai,Creta,2019,Blanco,Nafta,5.0,Automática,1.6,SUV,55000,dólares
16283.0,Ford,Focus III,2018,Blanco,Nafta,4.0,Manual,1.6,Sedán,46000,dólares
34854.0,Dodge,Journey,2018,Negro,Nafta,5.0,Manual,3.6,SUV,60000,dólares
11631.0,BMW,Serie 1,2008,Gris,Nafta,5.0,Manual,1.6,Hatchback,121000,dólares
77500.0,RAM,1500,2022,Blanco,Nafta,4.0,Automática,5.7,Pick-Up,4700,dólares
18183.0,Renault,Captur,2018,Naranja,Nafta,5.0,Manual,2.0,SUV,61000,dólares
43403.0,Volkswagen,Golf,2019,Blanco,Nafta,5.0,Automática,2.0,Hatchback,58000,dólares
23223.0,Jeep,Renegade,2018,Azul,Nafta,5.0,Automática,1.8,SUV,62000,dólares
21131.0,Volkswagen,Amarok,2015,Blanco,Diésel,4.0,Manual,2.0,Pick-Up,115000,dólares
16300.0,Ford,F-100,1997,Gris,Diésel,2.0,Manual,2.5,Pick-Up,335000,dólares
23998.0,Honda,Fit,2019,Blanco,Nafta,5.0,Automática,1.5,Hatchback,28000,dólares
30589.0,Hyundai,Santa Fe,2017,Gris,Nafta,5.0,Automática,2.4,SUV,90000,dólares
37180.0,Jeep,Compass,2020,Gris,Nafta,5.0,Manual,2.4,SUV,6000,dólares
36990.0,Toyota,Corolla,2022,Blanco,Híbrido/Nafta,4.0,Automática,1.8,Sedán,1111,dólares
40321.0,Ford,Territory,2022,Dorado,Nafta,5.0,Automática,1.5,SUV,1000,dólares
7560.0,Renault,Clio,2012,Negro,Nafta,5.0,Manual,1.2,Hatchback,122000,dólares
55437.0,Volkswagen,Amarok,2022,Blanco,Diésel,4.0,Automática,3.0,Pick-Up,500,dólares
26500.0,Fiat,500X,2019,Gris,Nafta,5.0,Automática,1.4,SUV,60900,dólares
19346.0,Renault,Captur,2019,Blanco,Nafta,5.0,Automática,1.6,SUV,73000,dólares
23223.0,Kia,Cerato,2020,Blanco,Nafta,4.0,Automática,2.0,Sedán,86000,dólares
10425.0,Peugeot,208,2015,Blanco,Nafta,5.0,Manual,1.5,Hatchback,71000,dólares
10467.0,Renault,Kangoo,2011,Gris,Nafta,4.0,Automática,1.6,Monovolumen,39000,dólares
13900.0,Kia,Soul,2016,Azul,Nafta,5.0,Automática,1.6,SUV,126000,dólares
27294.0,Volkswagen,Amarok,2014,Gris,Diésel,4.0,Automática,2.0,Pick-Up,125000,dólares
13181.0,Volkswagen,Voyage,2017,Gris,Nafta,4.0,Manual,1.6,Sedán,83000,dólares
11243.0,Chevrolet,Prisma,2015,Blanco,Nafta,4.0,Manual,1.4,Sedán,126000,dólares
9692.0,Chevrolet,Sonic,2013,Gris,Nafta,5.0,Manual,1.6,Hatchback,102000,dólares
8102.0,Volkswagen,Bora,2011,Negro,Nafta,4.0,Manual,2.0,Sedán,168200,dólares
18221.0,Chevrolet,Tracker,2017,Plateado,Nafta,5.0,Automática,1.8,SUV,45100,dólares
65900.0,Ford,Ranger Raptor,2022,Blanco,Diésel,4.0,Automática,2.0,Pick-Up,1111,dólares
77490.0,RAM,1500,2022,Blanco,Nafta,4.0,Automática,5.7,Pick-Up,4700,dólares
16500.0,Ford,Focus III,2017,Gris,Nafta,5.0,Automática,2.0,Hatchback,75000,dólares
11049.0,Peugeot,308,2012,Blanco,Nafta,5.0,Manual,1.6,Hatchback,136000,dólares
19578.0,Peugeot,2008,2019,Blanco,Nafta,5.0,Manual,1.6,SUV,29530,dólares
14732.0,Chevrolet,Onix,2018,Gris,Nafta,5.0,Manual,1.4,Hatchback,28300,dólares
25976.0,Honda,HR-V,2018,Gris,Nafta,5.0,Automática,1.8,SUV,99700,dólares
19345.0,Volkswagen,T-Cross,2019,Rojo,Nafta,5.0,Manual,1.6,SUV,69100,dólares
24386.0,Volkswagen,T-Cross,2019,Gris,Nafta,5.0,Manual,1.6,SUV,30000,dólares
30201.0,Volkswagen,Amarok,2018,Azul,Diésel,4.0,Manual,2.0,Pick-Up,99100,dólares
31000.0,Mercedes-Benz,Clase A,2017,Plateado,Nafta,5.0,Manual,1.6,Hatchback,59000,dólares
22835.0,Chevrolet,S10,2016,Blanco,Diésel,4.0,Manual,2.8,Pick-Up,143000,dólares
30589.0,Volkswagen,Amarok,2018,Blanco,Diésel,4.0,Manual,2.0,Pick-Up,79000,dólares
13530.0,Hyundai,Tucson,2011,Gris,Nafta,5.0,Manual,2.0,SUV,137000,dólares
79000.0,BMW,Serie 2,2021,Azul,Nafta,2.0,Automática,2.0,Coupé,4100,dólares
46999.0,Mercedes-Benz,Clase A,2017,Blanco,Nafta,5.0,Automática,2.0,Hatchback,12000,dólares
17407.0,Fiat,Toro,2017,Plateado,Diésel,4.0,Manual,2.0,Pick-Up,65000,dólares
24037.0,Toyota,Corolla,2019,Blanco,Nafta,4.0,Automática,1.8,Sedán,31000,dólares
128000.0,Ford,F-150,2020,Blanco,Diésel,4.0,Automática,2.0,Pick-Up,52900,dólares
90000.0,BMW,Serie 2,2021,Azul,Nafta,2.0,Automática,3.0,Coupé,2500,dólares
68000.0,Audi,S3,2018,Azul,Nafta,3.0,Automática,2.0,Hatchback,25500,dólares
235000.0,Audi,R8 Coupé,2011,Blanco,Nafta,2.0,Automática,5.2,Coupé,19200,dólares
12716.0,Citroën,C4 Lounge,2016,Blanco,Nafta,4.0,Automática,1.6,Sedán,100000,dólares
30000.0,Honda,HR-V,2020,Blanco,Nafta,5.0,Automática,1.8,SUV,20000,dólares
24037.0,Toyota,Corolla,2019,Blanco,Nafta,4.0,Automática,1.8,Sedán,31000,dólares
15000.0,Volkswagen,Vento,2014,Gris,Nafta,4.0,Automática,2.0,Sedán,119000,dólares
18375.0,Chevrolet,Tracker,2017,Blanco,Nafta,5.0,Manual,1.8,SUV,47000,dólares
16089.0,Ford,Focus III,2019,Blanco,Nafta/GNC,4.0,Manual,1.6,Sedán,57000,dólares
9886.0,Renault,Sandero,2017,Blanco,Nafta,5.0,Manual,1.6,Hatchback,120000,dólares
10855.0,Volkswagen,Gol Trend,2016,Gris,Nafta,5.0,Manual,1.6,Hatchback,82000,dólares
12212.0,Chevrolet,Onix,2015,Gris,Nafta,5.0,Automática,1.4,Hatchback,67000,dólares
24800.0,BMW,Serie 3,2008,Negro,Nafta,2.0,Manual,3.0,Coupé,91400,dólares
7947.0,Volkswagen,Gol,2014,Gris,Nafta,5.0,Manual,1.4,Hatchback,43000,dólares
34900.0,Honda,CR-V,2016,Negro,Nafta,5.0,Automática,2.4,SUV,62000,dólares
42259.0,Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5.0,Automática,1.4,SUV,48500,dólares
7947.0,Chevrolet,Meriva,2012,Gris,Nafta/GNC,5.0,Manual,1.8,Monovolumen,98000,dólares
32179.0,Jeep,Compass,2019,Blanco,Nafta,5.0,Automática,2.4,SUV,36000,dólares
12367.0,Chevrolet,Onix,2016,Rojo,Nafta,5.0,Manual,1.4,Hatchback,60000,dólares
32179.0,Jeep,Compass,2019,Blanco,Nafta,5.0,Manual,2.4,SUV,36000,dólares
4652.0,Chevrolet,Corsa,2008,Plateado,Nafta,3.0,Manual,1.6,Hatchback,150000,dólares
44198.0,Ford,Territory,2022,Blanco,Nafta,5.0,Automática,1.5,SUV,1000,dólares
13957.0,Peugeot,308,2014,Gris,Nafta,5.0,Automática,1.6,Hatchback,118000,dólares
18221.0,Citroën,C4 Cactus,2018,Negro,Nafta,5.0,Automática,1.2,SUV,39600,dólares
10855.0,Chevrolet,Prisma,2016,Negro,Nafta,4.0,Manual,1.4,Sedán,70943,dólares
17834.0,Renault,Captur,2017,Blanco,Nafta,5.0,Automática,2.0,SUV,42800,dólares
14732.0,Citroën,Berlingo,2015,Gris,Diésel,5.0,Manual,1.6,Monovolumen,134545,dólares
19500.0,Mini,Cooper Countryman,2014,Azul,Nafta,5.0,Automática,1.6,Hatchback,119000,dólares
25766.0,Ford,Ranger,2020,Blanco,Diésel,4.0,Manual,2.2,Pick-Up,127000,dólares
13007.0,Chevrolet,Prisma,2019,Negro,Nafta/GNC,4.0,Manual,1.4,Sedán,83000,dólares
10855.0,Ford,Ka,2016,Rojo,Nafta,5.0,Manual,1.5,Hatchback,61000,dólares
27526.0,Volkswagen,Vento,2018,Gris,Nafta,4.0,Manual,2.0,Sedán,120000,dólares
8393.0,Chevrolet,Celta,2014,Negro,Nafta/GNC,5.0,Manual,1.4,Hatchback,69000,dólares
18958.0,Volkswagen,Tiguan,2012,Gris,Nafta,5.0,Automática,2.0,SUV,148000,dólares
41990.0,Toyota,SW4,2016,Blanco,Diésel,5.0,Automática,2.8,SUV,73000,dólares
46485.0,RAM,1500,2017,Gris,Nafta,4.0,Automática,5.7,Pick-Up,79100,dólares
8900.0,Volvo,C30,2008,Negro,Nafta,5.0,Manual,2.0,Hatchback,173000,dólares
40165.0,DS,DS3 Crossback,2021,Azul,Nafta,5.0,Automática,1.2,Hatchback,15100,dólares
42259.0,Volkswagen,Tiguan Allspace,2021,Gris,Nafta,5.0,Automática,1.4,SUV,48750,dólares
10000.0,Volvo,960,1995,Gris,Nafta,5.0,Manual,3.0,Rural,125000,dólares
40165.0,DS,DS3 Crossback,2021,Verde,Nafta,5.0,Automática,1.2,Hatchback,15000,dólares
23000.0,Volkswagen,Amarok,2016,Azul,Diésel,4.0,Manual,2.0,Pick-Up,215000,dólares
28651.0,Volkswagen,Amarok,2016,Negro,Diésel,4.0,Manual,2.0,Pick-Up,135000,dólares
13500.0,Volkswagen,Tiguan,2009,Plateado,Diésel,5.0,Automática,2.0,SUV,170000,dólares
36056.0,Ford,Territory,2022,Blanco,Nafta,5.0,Automática,1.5,SUV,10897,dólares
14693.0,Ford,Ecosport,2017,Gris,Nafta,5.0,Manual,1.6,SUV,74000,dólares
22835.0,Volkswagen,T-Cross,2019,Gris,Nafta,5.0,Automática,1.6,SUV,88000,dólares
15990.0,Jeep,Patriot,2012,Negro,Nafta,5.0,Manual,2.0,SUV,119000,dólares
24500.0,Volkswagen,Nivus,2021,Gris,Nafta,5.0,Automática,1.0,SUV,10000,dólares
19345.0,Volkswagen,T-Cross,2019,Violeta,Nafta,5.0,Manual,1.6,SUV,69000,dólares
38382.0,Toyota,RAV4,2017,Gris,Nafta,5.0,Automática,2.5,SUV,83100,dólares
28108.0,Toyota,Corolla,2021,Negro,Nafta,4.0,Automática,1.8,Sedán,29120,dólares
15895.0,Renault,Duster,2018,Blanco,Nafta/GNC,5.0,Manual,1.6,SUV,111000,dólares
15895.0,Chevrolet,Cruze II,2016,Blanco,Nafta,4.0,Manual,1.4,Sedán,63000,dólares
38382.0,Jeep,Compass,2022,Plateado,Nafta,5.0,Automática,1.3,SUV,1800,dólares
25549.0,Mercedes-Benz,Sprinter,2015,Blanco,Diésel,2.0,Manual,2.1,Furgón,179100,dólares
14500.0,BMW,Serie 3,2008,Gris,Nafta,4.0,Manual,2.0,Sedán,73000,dólares
9304.0,Renault,Fluence,2011,Gris,Nafta,4.0,Manual,1.6,Sedán,89000,dólares
30990.0,Jeep,Compass,2017,Blanco,Nafta,5.0,Automática,2.4,SUV,41000,dólares
430000.0,Audi,R8 Coupé,2020,Azul,Nafta,2.0,Automática,5.2,Coupé,3000,dólares
13499.0,Mitsubishi,Outlander,2012,Negro,Nafta,5.0,Automática,2.4,SUV,168000,dólares
13957.0,Citroën,DS4,2012,Gris,Nafta,5.0,Automática,1.6,Hatchback,86000,dólares
12988.0,Chevrolet,Prisma,2017,Blanco,Nafta,4.0,Manual,1.4,Sedán,121000,dólares
10274.0,Renault,Duster,2013,Gris,Nafta,5.0,Manual,1.6,SUV,106000,dólares
20742.0,Renault,Duster Oroch,2019,Blanco,Nafta,5.0,Manual,2.0,SUV,28000,dólares
21905.0,Toyota,Corolla,2017,Plateado,Nafta,4.0,Automática,1.8,Sedán,55000,dólares
13957.0,Citroën,Aircross,2018,Blanco,Nafta,5.0,Automática,1.6,Hatchback,67000,dólares
26324.0,Chevrolet,Tracker,2022,Blanco,Nafta,5.0,Manual,1.2,SUV,1400,dólares
7211.0,Renault,Logan,2014,Negro,Nafta,4.0,Manual,1.6,Sedán,86000,dólares
18609.0,Toyota,Yaris,2019,Blanco,Nafta,4.0,Automática,1.5,Sedán,35000,dólares
16244.0,Fiat,Cronos,2021,Gris,Nafta,4.0,Manual,1.3,Sedán,21000,dólares
13181.0,Peugeot,2008,2017,Gris,Nafta,5.0,Manual,1.6,SUV,70000,dólares
39990.0,Toyota,Hilux,2022,Gris,Diésel,4.0,Automática,2.8,Pick-Up,18000,dólares
10816.0,Toyota,Corolla,2013,Plateado,Nafta,4.0,Manual,1.8,Sedán,143000,dólares
34505.0,Chevrolet,Tracker,2020,Plateado,Nafta,5.0,Automática,1.2,SUV,37000,dólares
7715.0,Citroën,Berlingo,2009,Plateado,Nafta,5.0,Manual,1.4,Furgón,220000,dólares
35280.0,Dodge,Journey,2018,Negro,Nafta,5.0,Manual,3.6,SUV,41800,dólares
11921.0,Chevrolet,Onix,2016,Plateado,Nafta,5.0,Manual,1.4,Hatchback,58500,dólares
12755.0,Ford,Ka,2018,Blanco,Nafta,5.0,Manual,1.5,Hatchback,30000,dólares
9266.0,Citroën,C4,2014,Blanco,Nafta,5.0,Automática,2.0,Hatchback,76000,dólares
46990.0,Volkswagen,Golf,2018,Blanco,Nafta,5.0,Automática,2.0,Hatchback,15300,dólares
11049.0,Chevrolet,Onix,2016,Plateado,Nafta,5.0,Manual,1.4,Hatchback,68000,dólares
12367.0,Renault,Sandero Stepway,2018,Plateado,Nafta/GNC,5.0,Manual,1.6,Hatchback,52000,dólares
90000.0,Jeep,Grand Cherokee,2017,Gris,Nafta,5.0,Automática,6.4,SUV,35000,dólares
19191.0,Toyota,Yaris,2019,Blanco,Nafta,4.0,Manual,1.5,Sedán,37000,dólares
8917.0,Citroën,C3 Picasso,2011,Negro,Nafta,5.0,Manual,1.6,Hatchback,114600,dólares
15900.0,Volkswagen,Passat,2012,Gris,Nafta,4.0,Automática,2.0,Sedán,147000,dólares
12014.0,Ford,Ka,2018,Blanco,Nafta,5.0,Manual,1.5,Hatchback,58000,dólares
9691.0,Peugeot,408,2011,Negro,Nafta,4.0,Automática,2.0,Sedán,80000,dólares
16088.0,Peugeot,208,2018,Gris,Nafta,5.0,Automática,1.6,Hatchback,33000,dólares
15503.0,Ford,Ecosport,2016,Negro,Nafta,5.0,Manual,1.6,SUV,80000,dólares
12599.0,Ford,Fiesta Kinetic Design,2015,Azul,Nafta,5.0,Manual,1.6,Hatchback,55000,dólares
10854.0,Citroën,C3,2013,Gris,Nafta,5.0,Manual,1.6,Hatchback,34000,dólares
15313.0,Volkswagen,Suran,2019,Gris,Nafta,5.0,Manual,1.6,Monovolumen,48000,dólares
10781.0,Nissan,March,2015,Rojo,Nafta,5.0,Manual,1.6,Hatchback,51000,dólares
17251.0,Peugeot,208,2020,Gris,Nafta,5.0,Manual,1.6,Hatchback,11000,dólares
43771.0,Ford,Territory,2022,Negro,Nafta,5.0,Automática,1.5,SUV,1000,dólares
13375.0,Toyota,Etios,2017,Blanco,Nafta,5.0,Manual,1.5,Hatchback,87000,dólares
11631.0,Nissan,March,2018,Gris,Nafta,5.0,Manual,1.6,Hatchback,67082,dólares
12367.0,Peugeot,3008,2013,Negro,Nafta,5.0,Manual,1.6,Monovolumen,135000,dólares
29853.0,Honda,CR-V,2017,Gris,Nafta,5.0,Automática,2.4,SUV,154451,dólares
11204.0,Chevrolet,Cruze,2014,Gris,Nafta,5.0,Manual,1.8,Hatchback,107000,dólares
20354.0,Chevrolet,Tracker,2018,Gris,Nafta,5.0,Automática,1.8,SUV,52000,dólares
46000.0,Volkswagen,Amarok,2019,Gris,Diésel,4.0,Automática,3.0,Pick-Up,49000,dólares
15353.0,Peugeot,2008,2017,Blanco,Nafta,5.0,Manual,1.6,SUV,75358,dólares
44900.0,Volkswagen,Amarok,2019,Gris,Diésel,4.0,Automática,3.0,Pick-Up,57500,dólares
11204.0,Toyota,Etios,2015,Gris,Nafta,5.0,Manual,1.5,Hatchback,84000,dólares
